pincode,city,district,state
682309,Ernakulam,Ernakulam,KERALA
682310,Kunnathunad,Ernakulam,KERALA
682311,Kunnathunad,Ernakulam,KERALA
682312,Kanayannur,Ernakulam,KERALA
682313,Kanayannur,Ernakulam,KERALA
682314,Ernakulam,Ernakulam,KERALA
682315,Ernakulam,Ernakulam,KERALA
682316,Muvattupuzha,Ernakulam,KERALA
682501,Kochi,Ernakulam,KERALA
682502,Kochi,Ernakulam,KERALA
682503,Kochi,Ernakulam,KERALA
682504,Ernakulam,Ernakulam,KERALA
682505,Kochi,Ernakulam,KERALA
682506,Ernakulam,Ernakulam,KERALA
682507,Kochi,Ernakulam,KERALA
682508,Kochi,Ernakulam,KERALA
682509,Kochi,Ernakulam,KERALA
682511,Kochi,Ernakulam,KERALA
682551,Lakshadweep,Lakshadweep,LAKSHADWEEP
682552,Amini,Lakshadweep,LAKSHADWEEP
682553,Lakshadweep,Lakshadweep,LAKSHADWEEP
682554,Lakshadweep,Lakshadweep,LAKSHADWEEP
682555,Amini,Lakshadweep,LAKSHADWEEP
682556,Lakshadweep,Lakshadweep,LAKSHADWEEP
682557,Lakshadweep,Lakshadweep,LAKSHADWEEP
682558,Lakshadweep,Lakshadweep,LAKSHADWEEP
682559,Lakshadweep,Lakshadweep,LAKSHADWEEP
683101,Aluva,Ernakulam,KERALA
683102,Aluva,Ernakulam,KERALA
683104,Kanayannur,Ernakulam,KERALA
683105,Kunnathunad,Ernakulam,KERALA
683106,Aluva,Ernakulam,KERALA
683108,Aluva,Ernakulam,KERALA
683110,Paravur,Ernakulam,KERALA
683111,Aluva,Ernakulam,KERALA
683112,Kunnathunad,Ernakulam,KERALA
683501,Ernakulam,Ernakulam,KERALA
683502,Paravur,Ernakulam,KERALA
683503,Kanayannur,Ernakulam,KERALA
683511,Paravur,Ernakulam,KERALA
683512,Paravur,Ernakulam,KERALA
683513,Paravur,Ernakulam,KERALA
683514,Paravur,Ernakulam,KERALA
683515,Kochi,Ernakulam,KERALA
683516,Paravur,Ernakulam,KERALA
683517,Paravur,Ernakulam,KERALA
683518,Paravur,Ernakulam,KERALA
683519,Paravur,Ernakulam,KERALA
683520,Paravur,Ernakulam,KERALA
683521,Paravur,Ernakulam,KERALA
683522,Paravur,Ernakulam,KERALA
683541,Kunnathunad,Ernakulam,KERALA
683542,Kunnathunad,Ernakulam,KERALA
683543,Kunnathunad,Ernakulam,KERALA
683544,Kunnathunad,Ernakulam,KERALA
683545,Kunnathunad,Ernakulam,KERALA
683546,Kunnathunad,Ernakulam,KERALA
683547,Kunnathunad,Ernakulam,KERALA
683549,Kunnathunad,Ernakulam,KERALA
683550,Kunnathunad,Ernakulam,KERALA
683556,Kunnathunad,Ernakulam,KERALA
683561,Aluva,Ernakulam,KERALA
683562,Aluva,Ernakulam,KERALA
683563,Aluva,Ernakulam,KERALA
683565,Kunnathunad,Ernakulam,KERALA
683571,Aluva,Ernakulam,KERALA
683572,Paravur,Ernakulam,KERALA
683573,Aluva,Ernakulam,KERALA
683574,Aluva,Ernakulam,KERALA
683575,Aluva,Ernakulam,KERALA
683576,Aluva,Ernakulam,KERALA
683577,Aluva,Ernakulam,KERALA
683578,Paravur,Ernakulam,KERALA
683579,Paravur,Ernakulam,KERALA
683580,Aluva,Ernakulam,KERALA
683581,Aluva,Ernakulam,KERALA
683585,Aluva,Ernakulam,KERALA
683587,Aluva,Ernakulam,KERALA
683589,Aluva,Ernakulam,KERALA
683594,Paravur,Ernakulam,KERALA
685501,Peerumade,Idukki,KERALA
685503,Peerumade,Idukki,KERALA
685505,Udumbanchola,Idukki,KERALA
685507,Udumbanchola,Idukki,KERALA
685508,Udumbanchola,Idukki,KERALA
685509,Peerumade,Idukki,KERALA
685511,Udumbanchola,Idukki,KERALA
685512,Udumbanchola,Idukki,KERALA
685514,Udumbanchola,Idukki,KERALA
685515,Udumbanchola,Idukki,KERALA
685531,Peerumade,Idukki,KERALA
685532,Peerumade,Idukki,KERALA
685533,Peerumade,Idukki,KERALA
685535,Udumbanchola,Idukki,KERALA
685551,Udumbanchola,Idukki,KERALA
685552,Udumbanchola,Idukki,KERALA
685553,Udumbanchola,Idukki,KERALA
685554,Udumbanchola,Idukki,KERALA
685561,Devikulam,Idukki,KERALA
685562,Devikulam,Idukki,KERALA
685563,Udumbanchola,Idukki,KERALA
685565,Devikulam,Idukki,KERALA
685566,Udumbanchola,Idukki,KERALA
685571,Udumbanchola,Idukki,KERALA
685581,Thodupuzha,Idukki,KERALA
685582,Thodupuzha,Idukki,KERALA
685583,Thodupuzha,Idukki,KERALA
685584,Thodupuzha,Idukki,KERALA
685585,Thodupuzha,Idukki,KERALA
685586,Thodupuzha,Idukki,KERALA
685587,Thodupuzha,Idukki,KERALA
685588,Thodupuzha,Idukki,KERALA
685589,Thodupuzha,Idukki,KERALA
685590,Thodupuzha,Idukki,KERALA
685591,Thodupuzha,Idukki,KERALA
685595,Thodupuzha,Idukki,KERALA
685601,Thodupuzha,Idukki,KERALA
685602,Thodupuzha,Idukki,KERALA
685603,Thodupuzha,Idukki,KERALA
685604,Udumbanchola,Idukki,KERALA
685605,Thodupuzha,Idukki,KERALA
685606,Thodupuzha,Idukki,KERALA
685607,Thodupuzha,Idukki,KERALA
685608,Thodupuzha,Idukki,KERALA
685609,Udumbanchola,Idukki,KERALA
685612,Devikulam,Idukki,KERALA
685613,Udumbanchola,Idukki,KERALA
685614,Devikulam,Idukki,KERALA
685615,Devikulam,Idukki,KERALA
685616,Devikulam,Idukki,KERALA
685618,Udumbanchola,Idukki,KERALA
685619,Udumbanchola,Idukki,KERALA
685620,Devikulam,Idukki,KERALA
686001,Kottayam,Kottayam,KERALA
686002,Kottayam,Kottayam,KERALA
686003,Kottayam,Kottayam,KERALA
686004,Kottayam,Kottayam,KERALA
686005,Kottayam,Kottayam,KERALA
686006,Kottayam,Kottayam,KERALA
686007,Kottayam,Kottayam,KERALA
686008,Kottayam,Kottayam,KERALA
686009,Kottayam,Kottayam,KERALA
686010,Kottayam,Kottayam,KERALA
686011,Kottayam,Kottayam,KERALA
686012,Kottayam,Kottayam,KERALA
686013,Kottayam,Kottayam,KERALA
686014,Kottayam,Kottayam,KERALA
686015,Kottayam,Kottayam,KERALA
686016,Kottayam,Kottayam,KERALA
686017,Kottayam,Kottayam,KERALA
686018,Kottayam,Kottayam,KERALA
686019,Kottayam,Kottayam,KERALA
686020,Kottayam,Kottayam,KERALA
686021,Kottayam,Kottayam,KERALA
686022,Kottayam,Kottayam,KERALA
686041,Kottayam,Kottayam,KERALA
686101,Changanassery,Kottayam,KERALA
686102,Changanassery,Kottayam,KERALA
686103,Kuttanadu,Alappuzha,KERALA
686104,Changanacherry,Kottayam,KERALA
686105,Changanassery,Kottayam,KERALA
686106,Changanassery,Kottayam,KERALA
686121,Meenachil,Kottayam,KERALA
686122,Meenachil,Kottayam,KERALA
686123,Meenachil,Kottayam,KERALA
686141,Vaikom,Kottayam,KERALA
686143,Vaikom,Kottayam,KERALA
686144,Vaikom,Kottayam,KERALA
686146,Vaikom,Kottayam,KERALA
686501,Kottayam,Kottayam,KERALA
686502,Kottayam,Kottayam,KERALA
686503,Kottayam,Kottayam,KERALA
686504,Changanassery,Kottayam,KERALA
686505,Changanassery,Kottayam,KERALA
686506,Kanjirapally,Kottayam,KERALA
686507,Kanjirappally,Kottayam,KERALA
686508,Kanjirapally,Kottayam,KERALA
686509,Kanjirapally,Kottayam,KERALA
686510,Ranni,Pathanamthitta,KERALA
686511,Ranni,Pathanamthitta,KERALA
686512,Kanjirapally,Kottayam,KERALA
686513,Kanjirappally,Kottayam,KERALA
686514,Kanjirappally,Kottayam,KERALA
686515,Changanassery,Kottayam,KERALA
686516,Kottayam,Kottayam,KERALA
686517,Changanassery,Kottayam,KERALA
686518,Kanjirapally,Kottayam,KERALA
686519,Kanjirappally,Kottayam,KERALA
686520,Kanjirappally,Kottayam,KERALA
686521,Kottayam,Kottayam,KERALA
686522,Kanjirapally,Kottayam,KERALA
686531,Changanacherry,Kottayam,KERALA
686532,Changanassery,Kottayam,KERALA
686533,Kottayam,Kottayam,KERALA
686534,Kuttanad,Alappuzha,KERALA
686535,Changanassery,Kottayam,KERALA
686536,Changanassery,Kottayam,KERALA
686537,Changanacherry,Kottayam,KERALA
686538,Changanassery,Kottayam,KERALA
686539,Changanassery,Kottayam,KERALA
686540,Changanassery,Kottayam,KERALA
686541,Changanassery,Kottayam,KERALA
686542,Changanassery,Kottayam,KERALA
686543,Changanacherry,Kottayam,KERALA
686544,Kanjirappally,Kottayam,KERALA
686545,Changanassery,Kottayam,KERALA
686546,Changanassery,Kottayam,KERALA
686547,Mallappally,Pathanamthitta,KERALA
686548,Changanassery,Kottayam,KERALA
686555,Changanassery,Kottayam,KERALA
686560,Kottayam,Kottayam,KERALA
686561,Kottayam,Kottayam,KERALA
686562,Kottayam,Kottayam,KERALA
686563,Kottayam,Kottayam,KERALA
686564,Kottayam,Kottayam,KERALA
686571,Meenachil,Kottayam,KERALA
686572,Meenachil,Kottayam,KERALA
686573,Meenachil,Kottayam,KERALA
686574,Meenachil,Kottayam,KERALA
686575,Meenachil,Kottayam,KERALA
686576,Meenachil,Kottayam,KERALA
686577,Meenachil,Kottayam,KERALA
686578,Meenachil,Kottayam,KERALA
686579,Meenachil,Kottayam,KERALA
686580,Meenachil,Kottayam,KERALA
686581,Meenachil,Kottayam,KERALA
686582,Meenachil,Kottayam,KERALA
686583,Meenachil,Kottayam,KERALA
686584,Meenachil,Kottayam,KERALA
686585,Kottayam,Kottayam,KERALA
686586,Meenachil,Kottayam,KERALA
686587,Meenachil,Kottayam,KERALA
686601,Kottayam,Kottayam,KERALA
686602,Kottayam,Kottayam,KERALA
686603,Vaikom,Kottayam,KERALA
686604,Vaikom,Kottayam,KERALA
686605,Vaikom,Kottayam,KERALA
686606,Vaikom,Kottayam,KERALA
686607,Vaikom,Kottayam,KERALA
686608,Vaikom,Kottayam,KERALA
686609,Vaikom,Kottayam,KERALA
686610,Vaikom,Kottayam,KERALA
686611,Vaikom,Kottayam,KERALA
686612,Vaikom,Kottayam,KERALA
686613,Vaikom,Kottayam,KERALA
686616,Vaikom,Kottayam,KERALA
686630,Kottayam,Kottayam,KERALA
686631,Kottayam,Kottayam,KERALA
686632,Meenachil,Kottayam,KERALA
686633,Meenachil,Kottayam,KERALA
686634,Vaikom,Kottayam,KERALA
686635,Meenachil,Kottayam,KERALA
686636,Meenachil,Kottayam,KERALA
686637,Kottayam,Kottayam,KERALA
686651,Meenachil,Kottayam,KERALA
686652,Meenachil,Kottayam,KERALA
686653,Meenachil,Kottayam,KERALA
686661,Muvattupuzha,Ernakulam,KERALA
686662,Muvattupuzha,Ernakulam,KERALA
686663,Muvattupuzha,Ernakulam,KERALA
686664,Muvattupuzha,Ernakulam,KERALA
686665,Muvattupuzha,Ernakulam,KERALA
686666,Kothamangalam,Ernakulam,KERALA
686667,Muvattupuzha,Ernakulam,KERALA
686668,Muvattupuzha,Ernakulam,KERALA
686669,Kunnathunad,Ernakulam,KERALA
686670,Muvattupuzha,Ernakulam,KERALA
686671,Kothamangalam,Ernakulam,KERALA
686672,Muvattupuzha,Ernakulam,KERALA
686673,Muvattupuzha,Ernakulam,KERALA
686681,Kothamangalam,Ernakulam,KERALA
686691,Kothamangalam,Ernakulam,KERALA
686692,Kothamangalam,Ernakulam,KERALA
686693,Kothamangalam,Ernakulam,KERALA
688001,Ambalappuzha,Alappuzha,KERALA
688002,Ambalappuzha,Alappuzha,KERALA
688003,Ambalappuzha,Alappuzha,KERALA
688004,Ambalappuzha,Alappuzha,KERALA
688005,Ambalappuzha,Alappuzha,KERALA
688006,Ambalappuzha,Alappuzha,KERALA
688007,Ambalappuzha,Alappuzha,KERALA
688008,Ambalappuzha,Alappuzha,KERALA
688009,Ambalappuzha,Alappuzha,KERALA
688011,Ambalappuzha,Alappuzha,KERALA
688012,Ambalappuzha,Alappuzha,KERALA
688013,Ambalappuzha,Alappuzha,KERALA
688014,Ambalappuzha,Alappuzha,KERALA
688501,Kuttanad,Alappuzha,KERALA
688502,Kuttanad,Alappuzha,KERALA
688503,Kuttanad,Alappuzha,KERALA
688504,Kuttanad,Alappuzha,KERALA
688505,Kuttanad,Alappuzha,KERALA
688506,Kuttanad,Alappuzha,KERALA
688521,Ambalappuzha,Alappuzha,KERALA
688522,Ambalappuzha,Alappuzha,KERALA
688523,Cherthala,Alappuzha,KERALA
688524,Cherthala,Alappuzha,KERALA
688525,Cherthala,Alappuzha,KERALA
688526,Cherthala,Alappuzha,KERALA
688527,Cherthala,Alappuzha,KERALA
688528,Cherthala,Alappuzha,KERALA
688529,Cherthala,Alappuzha,KERALA
688530,Cherthala,Alappuzha,KERALA
688531,Cherthala,Alappuzha,KERALA
688532,Cherthala,Alappuzha,KERALA
688533,Cherthala,Alappuzha,KERALA
688534,Cherthla,Alappuzha,KERALA
688535,Cherthala,Alappuzha,KERALA
688536,Cherthala,Alappuzha,KERALA
688537,Cherthala,Alappuzha,KERALA
688538,Mararikulam,Alappuzha,KERALA
688539,Cherthala,Alappuzha,KERALA
688540,Cherthala,Alappuzha,KERALA
688541,Cherthala,Alappuzha,KERALA
688555,Cherthala,Alappuzha,KERALA
688561,Ambalappuzha,Alappuzha,KERALA
688562,Kuttanad,Alappuzha,KERALA
688570,Cherthala,Alappuzha,KERALA
688582,Cherthala,Alappuzha,KERALA
689101,Tiruvalla,Pathanamthitta,KERALA
689102,Thiruvalla,Pathanamthitta,KERALA
689103,Tiruvalla,Pathanamthitta,KERALA
689104,Thiruvalla,Pathanamthitta,KERALA
689105,Tiruvalla,Pathanamthitta,KERALA
689106,Tiruvalla,Pathanamthitta,KERALA
689107,Thiruvalla,Pathanamthitta,KERALA
689108,Thiruvalla,Pathanamthitta,KERALA
689109,Chengannur,Alappuzha,KERALA
689110,Thiruvalla,Pathanamthitta,KERALA
689111,Ranni,Pathanamthitta,KERALA
689112,Thiruvalla,Pathanamthitta,KERALA
689113,Thiruvalla,Pathanamthitta,KERALA
689115,Thiruvalla,Pathanamthitta,KERALA
689121,Chengannur,Alappuzha,KERALA
689122,Chengannur,Alappuzha,KERALA
689123,Kozhenchery,Pathanamthitta,KERALA
689124,Chengannur,Alappuzha,KERALA
689126,Chengannur,Alappuzha,KERALA
689501,Adur,Pathanamthitta,KERALA
689502,Adoor,Pathanamthitta,KERALA
689503,Kozhencherry,Pathanamthitta,KERALA
689504,Chengannur,Alappuzha,KERALA
689505,Chengannur,Alappuzha,KERALA
689506,Chengannur,Alappuzha,KERALA
689507,Kozhencherry,Pathanamthitta,KERALA
689508,Chengannur,Alappuzha,KERALA
689509,Chengannur,Alappuzha,KERALA
689510,Chengannur,Alappuzha,KERALA
689511,Chengannur,Alappuzha,KERALA
689512,Mavelikkara,Alappuzha,KERALA
689513,Kozhenchery,Pathanamthitta,KERALA
689514,Kozhenchery,Pathanamthitta,KERALA
689520,Chengannur,Alappuzha,KERALA
689521,Chengannur,Alappuzha,KERALA
689531,Tiruvalla,Pathanamthitta,KERALA
689532,Kozhenchery,Pathanamthitta,KERALA
689533,Kozhencherry,Pathanamthitta,KERALA
689541,Thiruvalla,Pathanamthitta,KERALA
689542,Thiruvalla,Pathanamthitta,KERALA
689543,Mallappally,Pathanamthitta,KERALA
689544,Mallappally,Pathanamthitta,KERALA
689545,Mallappally,Pathanamthitta,KERALA
689546,Thiruvalla,Pathanamthitta,KERALA
689547,Thiruvalla,Pathanamthitta,KERALA
689548,Thiruvalla,Pathanamthitta,KERALA
689549,Thiruvalla,Pathanamthitta,KERALA
689550,Thiruvalla,Pathanamthitta,KERALA
689551,Thiruvalla,Pathanamthitta,KERALA
689571,Kuttanad,Alappuzha,KERALA
689572,Kuttanad,Alappuzha,KERALA
689573,Kuttanad,Alappuzha,KERALA
689574,Kuttanadu,Alappuzha,KERALA
689581,Tiruvalla,Pathanamthitta,KERALA
689582,Thiruvalla,Pathanamthitta,KERALA
689583,Mallappally,Pathanamthitta,KERALA
689584,Mallappally,Pathanamthitta,KERALA
689585,Mallappally,Pathanamthitta,KERALA
689586,Mallappally,Pathanamthitta,KERALA
689587,Mallappally,Pathanamthitta,KERALA
689588,Mallappally,Pathanamthitta,KERALA
689589,Mallappally,Pathanamthitta,KERALA
689590,Kuttanad,Alappuzha,KERALA
689591,Thiruvalla,Pathanamthitta,KERALA
689592,Mallappally,Pathanamthitta,KERALA
689594,Mallappally,Pathanamthitta,KERALA
689595,Kuttanad,Alappuzha,KERALA
689597,Mallappally,Pathanamthitta,KERALA
689602,Mallappally,Pathanamthitta,KERALA
689611,Ranni,Pathanamthitta,KERALA
689612,Ranni,Pathanamthitta,KERALA
689613,Mallappally,Pathanamthitta,KERALA
689614,Ranni,Pathanamthitta,KERALA
689615,Mallappally,Pathanamthitta,KERALA
689621,Tiruvalla,Pathanamthitta,KERALA
689622,Chengannur,Alappuzha,KERALA
689623,Chengannur,Alappuzha,KERALA
689624,Chengannur,Alappuzha,KERALA
689625,Kozhenchery,Pathanamthitta,KERALA
689626,Thiruvalla,Pathanamthitta,KERALA
689627,Mavelikara,Alappuzha,KERALA
689641,Kozhenchery,Pathanamthitta,KERALA
689642,Kozhenchery,Pathanamthitta,KERALA
689643,Kozhenchery,Pathanamthitta,KERALA
689644,Kozhenchery,Pathanamthitta,KERALA
689645,Kozhenchery,Pathanamthitta,KERALA
689646,Kozhencherry,Pathanamthitta,KERALA
689647,Kozhenchery,Pathanamthitta,KERALA
689648,Adoor,Pathanamthitta,KERALA
689649,Kozhenchery,Pathanamthitta,KERALA
689650,Kozhencherri,Pathanamthitta,KERALA
689652,Kozhencherry,Pathanamthitta,KERALA
689653,Kozhenchery,Pathanamthitta,KERALA
689654,Kozhenchery,Pathanamthitta,KERALA
689656,Kozhenchery,Pathanamthitta,KERALA
689661,Ranni,Pathanamthitta,KERALA
689662,Ranni,Pathanamthitta,KERALA
689663,Ranny,Pathanamthitta,KERALA
689664,Kozhenchery,Pathanamthitta,KERALA
689666,Ranny,Pathanamthitta,KERALA
689667,Ranni,Pathanamthitta,KERALA
689668,Kozhenchery,Pathanamthitta,KERALA
689671,Kozhenchery,Pathanamthitta,KERALA
689672,Ranni,Pathanamthitta,KERALA
689673,Ranni,Pathanamthitta,KERALA
689674,Ranny,Pathanamthitta,KERALA
689675,Ranni,Pathanamthitta,KERALA
689676,Ranni,Pathanamthitta,KERALA
689677,Ranni,Pathanamthitta,KERALA
689678,Kozhenchery,Pathanamthitta,KERALA
689691,Kozhencherry,Pathanamthitta,KERALA
689692,Kozhencherry,Pathanamthitta,KERALA
689693,Adoor,Pathanamthitta,KERALA
689694,Adoor,Pathanamthitta,KERALA
689695,Pathanapuram,Kollam,KERALA
689696,Pathanapuram,Kollam,KERALA
689698,Kozhenchery,Pathanamthitta,KERALA
689699,Kozhenchery,Pathanamthitta,KERALA
689711,Ranni,Pathanamthitta,KERALA
690101,Mavelikkara,Alappuzha,KERALA
690102,Mavelikkara,Alappuzha,KERALA
690103,Mavelikkara,Alappuzha,KERALA
690104,Mavelikkara,Alappuzha,KERALA
690105,Mavelikara,Alappuzha,KERALA
690106,Mavelikara,Alappuzha,KERALA
690107,Mavelikkara,Alappuzha,KERALA
690108,Mavelikkara,Alappuzha,KERALA
690110,Mavelikkara,Alappuzha,KERALA
690501,Mavelikkara,Alappuzha,KERALA
690502,Karthikappally,Alappuzha,KERALA
690503,Mavelikkara,Alappuzha,KERALA
690504,Mavelikkara,Alappuzha,KERALA
690505,Mavelikkara,Alappuzha,KERALA
690506,Karthikappally,Alappuzha,KERALA
690507,Karthikappally,Alappuzha,KERALA
690508,Karthikappally,Alappuzha,KERALA
690509,Mavelikkara,Alappuzha,KERALA
690510,Chengannur,Alappuzha,KERALA
690511,Karthikappally,Alappuzha,KERALA
690512,Karthikappally,Alappuzha,KERALA
690513,Karthikappally,Alappuzha,KERALA
690514,Karthikappally,Alappuzha,KERALA
690515,Karthikappally,Alappuzha,KERALA
690516,Karthikappally,Alappuzha,KERALA
690517,Karthikappally,Alappuzha,KERALA
690518,Karunagappaly,Kollam,KERALA
690519,Karunagapally,Kollam,KERALA
690520,Kunnathur,Kollam,KERALA
690521,Kunnathur,Kollam,KERALA
690522,Kunnathur,Kollam,KERALA
690523,Karunagappally,Kollam,KERALA
690524,Karunagappally,Kollam,KERALA
690525,Karunagappally,Kollam,KERALA
690526,Karunagappally,Kollam,KERALA
690527,Karthikappally,Alappuzha,KERALA
690528,Karunagappally,Kollam,KERALA
690529,Mavelikara,Alappuzha,KERALA
690530,Mavelikara,Alappuzha,KERALA
690531,Karthikappally,Alappuzha,KERALA
690532,Karthikappally,Alappuzha,KERALA
690533,Mavelikara,Alappuzha,KERALA
690534,Mavelikara,Alappuzha,KERALA
690535,Karthikappally,Alappuzha,KERALA
690536,Karunagappally,Kollam,KERALA
690537,Mavelikkara,Alappuzha,KERALA
690538,Karunagappally,Kollam,KERALA
690539,Karunagappally,Kollam,KERALA
690540,Kunnathur,Kollam,KERALA
690542,Karunagappally,Kollam,KERALA
690544,Karunagappally,Kollam,KERALA
690547,Karunagappally,Kollam,KERALA
690548,Karthikappally,Alappuzha,KERALA
690558,Mavelikkara,Alappuzha,KERALA
690559,Karthikappally,Alappuzha,KERALA
690561,Kunnathur,Kollam,KERALA
690571,Mavelikkara,Alappuzha,KERALA
690572,Karthikappally,Alappuzha,KERALA
690573,Karunagappally,Kollam,KERALA
690574,Karunagappally,Kollam,KERALA
691001,Kollam,Kollam,KERALA
691002,Kollam,Kollam,KERALA
691003,Kollam,Kollam,KERALA
691004,Kollam,Kollam,KERALA
691005,Kollam,Kollam,KERALA
691006,Kollam,Kollam,KERALA
691007,Kollam,Kollam,KERALA
691008,Kollam,Kollam,KERALA
691009,Kollam,Kollam,KERALA
691010,Kollam,Kollam,KERALA
691011,Kollam,Kollam,KERALA
691012,Kollam,Kollam,KERALA
691013,Kollam,Kollam,KERALA
691014,Kollam,Kollam,KERALA
691015,Kollam,Kollam,KERALA
691016,Kollam,Kollam,KERALA
691019,Kollam,Kollam,KERALA
691020,Kollam,Kollam,KERALA
691021,Kollam,Kollam,KERALA
691301,Kollam,Kollam,KERALA
691302,Kollam,Kollam,KERALA
691303,Kollam,Kollam,KERALA
691304,Kollam,Kollam,KERALA
691305,Pathanapuram,Kollam,KERALA
691306,Pathanapuram,Kollam,KERALA
691307,Pathanapuram,Kollam,KERALA
691308,Pathanapuram,Kollam,KERALA
691309,Pathanapuram,Kollam,KERALA
691310,Pathanapuram,Kollam,KERALA
691311,Pathanapuram,Kollam,KERALA
691312,Pathanapuram,Kollam,KERALA
691319,Kollam,Kollam,KERALA
691322,Pathanapuram,Kollam,KERALA
691331,Pathanapuram,Kollam,KERALA
691332,Pathanapuram,Kollam,KERALA
691333,Pathanapuram,Kollam,KERALA
691334,Kollam,Kollam,KERALA
691500,Kollam,Kollam,KERALA
691501,Kollam,Kollam,KERALA
691502,Kollam,Kollam,KERALA
691503,Kollam,Kollam,KERALA
691504,Kollam,Kollam,KERALA
691505,Kottarakkara,Kollam,KERALA
691506,Kottarakara,Kollam,KERALA
691507,Kottarakkara,Kollam,KERALA
691508,Pathanapuram,Kollam,KERALA
691509,Kottarakara,Kollam,KERALA
691510,Kottarakkara,Kollam,KERALA
691511,Kollam,Kollam,KERALA
691512,Kottarakkara,Kollam,KERALA
691515,Kollam,Kollam,KERALA
691516,Kottarakkara,Kollam,KERALA
691520,Kottarakkara,Kollam,KERALA
691521,Kottarakara,Kollam,KERALA
691522,Pathanapuram,Kollam,KERALA
691523,Adur,Pathanamthitta,KERALA
691524,Adur,Pathanamthitta,KERALA
691525,Adoor,Pathanamthitta,KERALA
691526,Adur,Pathanamthitta,KERALA
691530,Adoor,Pathanamthitta,KERALA
691531,Kottarakkara,Kollam,KERALA
691532,Kottarakkara,Kollam,KERALA
691533,Kottarakkara,Kollam,KERALA
691534,Kottarakkara,Kollam,KERALA
691535,Kottarakkara,Kollam,KERALA
691536,Kottarakkara,Kollam,KERALA
691537,Kottarakkara,Kollam,KERALA
691538,Kottarakkara,Kollam,KERALA
691540,Kottarakara,Kollam,KERALA
691541,Kottarakkara,Kollam,KERALA
691543,Kottarakkara,Kollam,KERALA
691551,Adoor,Pathanamthitta,KERALA
691552,Kunnathur,Kollam,KERALA
691553,Adoor,Pathanamthitta,KERALA
691554,Adoor,Pathanamthitta,KERALA
691555,Adoor,Pathanamthitta,KERALA
691556,Adoor,Pathanamthitta,KERALA
691557,Kottarakara,Kollam,KERALA
691559,Kottarakkara,Kollam,KERALA
691560,Kottarakara,Kollam,KERALA
691566,Kottarakkara,Kollam,KERALA
691571,Kollam,Kollam,KERALA
691572,Kolllam,Kollam,KERALA
691573,Adichanallur,Kollam,KERALA
691574,Kollam,Kollam,KERALA
691576,Kollam,Kollam,KERALA
691577,Kollam,Kollam,KERALA
691578,Kollam,Kollam,KERALA
691579,Kollam,Kollam,KERALA
691581,Kollam,Kollam,KERALA
691582,Karunagapally,Kollam,KERALA
691583,Karunagapally,Kollam,KERALA
691584,Karunagapally,Kollam,KERALA
691585,Karunagappally,Kollam,KERALA
691589,Kollam,Kollam,KERALA
691590,Karunagappally,Kollam,KERALA
691601,Kollam,Kollam,KERALA
691602,Kollam,Kollam,KERALA
695001,Thiruvananthapuram,Thiruvananthapuram,KERALA
695002,Thiruvananthapuram,Thiruvananthapuram,KERALA
695003,Thiruvananthapuram,Thiruvananthapuram,KERALA
695004,Trivandrum,Thiruvananthapuram,KERALA
695005,Thiruvananthapuram,Thiruvananthapuram,KERALA
695006,Thiruvananthapuram,Thiruvananthapuram,KERALA
695007,Thiruvananthapuram,Thiruvananthapuram,KERALA
695008,Thiruvananthapuram,Thiruvananthapuram,KERALA
695009,Thiruvananthapuram,Thiruvananthapuram,KERALA
695010,Thiruvananthapuram,Thiruvananthapuram,KERALA
695011,Thiruvananthapuram,Thiruvananthapuram,KERALA
695012,Thiruvananthapuram,Thiruvananthapuram,KERALA
695013,Nedumangad,Thiruvananthapuram,KERALA
695014,Thiruvananthapuram,Thiruvananthapuram,KERALA
695015,Trivendrum,Thiruvananthapuram,KERALA
695016,Thiruvananthapuram,Thiruvananthapuram,KERALA
695017,Thiruvananthapuram,Thiruvananthapuram,KERALA
695018,Thiruvananthapuram,Thiruvananthapuram,KERALA
695019,Thiruvananthapuram,Thiruvananthapuram,KERALA
695020,Thiruvananthapuram,Thiruvananthapuram,KERALA
695021,Thiruvananthapuram,Thiruvananthapuram,KERALA
695022,Thiruvananthapuram,Thiruvananthapuram,KERALA
695023,Thiruvananthapuram,Thiruvananthapuram,KERALA
695024,Thiruvananthapuram,Thiruvananthapuram,KERALA
695025,Thiruvananthapuram,Thiruvananthapuram,KERALA
695026,Thiruvananthapuram,Thiruvananthapuram,KERALA
695027,Thiruvananthapuram,Thiruvananthapuram,KERALA
695028,Nedumangad,Thiruvananthapuram,KERALA
695029,Thiruvananthapuram,Thiruvananthapuram,KERALA
695030,Thiruvananthapuram,Thiruvananthapuram,KERALA
695032,Thiruvananthapuram,Thiruvananthapuram,KERALA
695033,Thiruvananthapuram,Thiruvananthapuram,KERALA
695034,Thiruvananthapuram,Thiruvananthapuram,KERALA
695035,Thiruvananthapuram,Thiruvananthapuram,KERALA
695036,Thiruvananthapuram,Thiruvananthapuram,KERALA
695038,Thiruvananthapuram,Thiruvananthapuram,KERALA
695040,Thiruvananthapuram,Thiruvananthapuram,KERALA
695042,Thiruvananthapuram,Thiruvananthapuram,KERALA
695043,Nedumangad,Thiruvananthapuram,KERALA
695099,Thiruvananthapuram,Thiruvananthapuram,KERALA
695101,Chirayinkeezhu,Thiruvananthapuram,KERALA
